show,date,name,gender
Fox News Sunday,7/29/12,Juan Williams,m
State of the Union,7/29/12,Kelly Ayotte,f
State of the Union,7/29/12,Richard J. Durbin,m
This Week,7/29/12,David Chalian,m
This Week,7/29/12,Donna Brazile,f
This Week,7/29/12,Dana Loesch,f
This Week,7/29/12,Robert Gibbs,m
This Week,7/29/12,Kevin Madden,m
This Week,7/29/12,George Will,m
This Week,7/29/12,Ruth Marcus,f
Face the Nation,8/5/12,Nancy Cordes,f
Face the Nation,8/5/12,Jan Crawford,f
Face the Nation,8/5/12,Edward G. Rendell,m
Face the Nation,8/5/12,Sandra Day O'Connor,f
Face the Nation,8/5/12,Julianna Goldman,f
Face the Nation,8/5/12,Ted Strickland,m
Face the Nation,8/5/12,Robert F. McDonnell,m
Face the Nation,8/5/12,Mario Diaz-Balart,m
Face the Nation,8/5/12,Michael Crowley,m
Fox News Sunday,8/5/12,Ted Cruz,m
Fox News Sunday,8/5/12,David Axelrod,m
Fox News Sunday,8/5/12,Kimberley Strassel,f
Fox News Sunday,8/5/12,Kirsten Powers,f
Fox News Sunday,8/5/12,Joe Trippi,m
Fox News Sunday,8/5/12,Ed Rollins,m
State of the Union,8/5/12,Carly Fiorina,f
State of the Union,8/5/12,Robert Gibbs,m
State of the Union,8/5/12,Lindsey Graham,m
This Week,8/5/12,Ann Coulter,f
This Week,8/5/12,Debbie Wasserman Schultz,f
This Week,8/5/12,Jonathan Karl,m
This Week,8/5/12,George Will,m
This Week,8/5/12,Steven Rattner,m
This Week,8/5/12,Reince Priebus,m
This Week,8/5/12,Van Jones,m
Face the Nation,8/12/12,John Dickerson,m
Face the Nation,8/12/12,David Frum,m
Face the Nation,8/12/12,Michael Gerson,m
Face the Nation,8/12/12,Stephanie Cutter,f
Face the Nation,8/12/12,Roger Simon,m
Face the Nation,8/12/12,Newt Gingrich,m
Face the Nation,8/12/12,Eric Fehrnstrom,m
Face the Nation,8/12/12,Ruth Marcus,f
Face the Nation,8/12/12,Bob Shrum,m
Fox News Sunday,8/12/12,Bill Kristol,m
Fox News Sunday,8/12/12,Elizabeth (Liz) Cheney,f
Fox News Sunday,8/12/12,John McCain,m
Fox News Sunday,8/12/12,Debbie Wasserman Schultz,f
Fox News Sunday,8/12/12,Evan Bayh,m
Fox News Sunday,8/12/12,Joe Trippi,m
Meet the Press,8/12/12,Dan Balz,m
Meet the Press,8/12/12,Scott Walker,m
Meet the Press,8/12/12,Chuck Todd,m
Meet the Press,8/12/12,David Axelrod,m
Meet the Press,8/12/12,Rachel Maddow,f
Meet the Press,8/12/12,Reince Priebus,m
Meet the Press,8/12/12,Bill Bennett,m
Meet the Press,8/12/12,Rich Lowry,m
State of the Union,8/12/12,Dan Lothian,m
State of the Union,8/12/12,John Thune,m
State of the Union,8/12/12,David Axelrod,m
State of the Union,8/12/12,Ron Brownstein,m
State of the Union,8/12/12,Chris Van Hollen,m
State of the Union,8/12/12,John E. Sununu,m
State of the Union,8/12/12,Ron Johnson,m
State of the Union,8/12/12,Ron Kind ,m
State of the Union,8/12/12,Ed Gillespie,m
This Week,8/12/12,Peggy Noonan,f
This Week,8/12/12,Howard Dean,m
This Week,8/12/12,David Axelrod,m
This Week,8/12/12,Paul Gigot,m
This Week,8/12/12,Gavin Newsom,m
This Week,8/12/12,Cokie Roberts,f
This Week,8/12/12,Tim Pawlenty,m
Face the Nation,8/19/12,John Dickerson,m
Face the Nation,8/19/12,Rudolph W. Giuliani,m
Face the Nation,8/19/12,Neera Tanden,f
Face the Nation,8/19/12,Richard J. Durbin,m
Face the Nation,8/19/12,Nia-Malika Henderson,f
Face the Nation,8/19/12,Jeff Zeleny,m
Face the Nation,8/19/12,Niall Ferguson,m
Face the Nation,8/19/12,Grover Norquist,m
Face the Nation,8/19/12,Kim Barker,f
Face the Nation,8/19/12,Newt Gingrich,m
Fox News Sunday,8/19/12,Bill Kristol,m
Fox News Sunday,8/19/12,Robert Gibbs,m
Fox News Sunday,8/19/12,Evan Bayh,m
Fox News Sunday,8/19/12,Joe Trippi,m
Fox News Sunday,8/19/12,Karl Rove,m
Fox News Sunday,8/19/12,Ed Gillespie,m
Meet the Press,8/19/12,Peggy Noonan,f
Meet the Press,8/19/12,Martin O'Malley,m
Meet the Press,8/19/12,Ted Cruz,m
Meet the Press,8/19/12,Chuck Todd,m
Meet the Press,8/19/12,E.J. Dionne,m
Meet the Press,8/19/12,Robert F. McDonnell,m
Meet the Press,8/19/12,Kasim Reed,m
State of the Union,8/19/12,Stephanie Cutter,f
State of the Union,8/19/12,Rick Santorum,m
State of the Union,8/19/12,Eric Fehrnstrom,m
This Week,8/19/12,Patrick J. Toomey,m
This Week,8/19/12,Neil Barofsky,m
This Week,8/19/12,Kevin Madden,m
This Week,8/19/12,Grover Norquist,m
This Week,8/19/12,Stephanie Cutter,f
This Week,8/19/12,Austan Goolsbee,m
This Week,8/19/12,Kimberley Strassel,f
This Week,8/19/12,Chris Van Hollen,m
Face the Nation,8/26/12,John Dickerson,m
Face the Nation,8/26/12,Dan Balz,m
Face the Nation,8/26/12,Marsha Blackburn ,f
Face the Nation,8/26/12,Peggy Noonan,f
Face the Nation,8/26/12,Norah O'Donnell,f
Face the Nation,8/26/12,Reince Priebus,m
Face the Nation,8/26/12,Rich Lowry,m
Face the Nation,8/26/12,Haley Barbour,m
Face the Nation,8/26/12,Marco Rubio,m
Fox News Sunday,8/26/12,Bill Kristol,m
Fox News Sunday,8/26/12,Ann Romney,f
Fox News Sunday,8/26/12,Mitt Romney,m
Fox News Sunday,8/26/12,Paul Gigot,m
Fox News Sunday,8/26/12,Kirsten Powers,f
Fox News Sunday,8/26/12,Juan Williams,m
Meet the Press,8/26/12,John McCain,m
Meet the Press,8/26/12,Debbie Wasserman Schultz,f
Meet the Press,8/26/12,Chuck Todd,m
Meet the Press,8/26/12,Jan Brewer,f
Meet the Press,8/26/12,Mike Murphy,m
Meet the Press,8/26/12,Jeb Bush,m
State of the Union,8/26/12,Martin O'Malley,m
State of the Union,8/26/12,Scott Walker,m
State of the Union,8/26/12,Al Cardenas,m
State of the Union,8/26/12,Reince Priebus,m
State of the Union,8/26/12,Kay Bailey Hutchison,f
This Week,8/26/12,Jennifer Granholm,f
This Week,8/26/12,Greta Van Susteren,f
This Week,8/26/12,Antonio Villaraigosa,m
This Week,8/26/12,Mary Matalin,f
This Week,8/26/12,George Will,m
This Week,8/26/12,Robert F. McDonnell,m
This Week,8/26/12,Donna Edwards,f
Face the Nation,9/2/12,John Dickerson,m
Face the Nation,9/2/12,Michael Eric Dyson,m
Face the Nation,9/2/12,Dan Balz,m
Face the Nation,9/2/12,Martin O'Malley,m
Face the Nation,9/2/12,Stephanie Cutter,f
Face the Nation,9/2/12,Bill Richardson,m
Face the Nation,9/2/12,Trish Regan,f
Fox News Sunday,9/2/12,Bill Kristol,m
Fox News Sunday,9/2/12,Jeff Zeleny,m
Fox News Sunday,9/2/12,Antonio Villaraigosa,m
Fox News Sunday,9/2/12,Brit Hume,m
Fox News Sunday,9/2/12,David Axelrod,m
Fox News Sunday,9/2/12,Kirsten Powers,f
Meet the Press,9/2/12,Carly Fiorina,f
Meet the Press,9/2/12,Thomas Friedman,m
Meet the Press,9/2/12,Doris Kearns Goodwin,f
Meet the Press,9/2/12,Rahm Emanuel ,m
Meet the Press,9/2/12,Tom Brokaw,m
Meet the Press,9/2/12,Newt Gingrich,m
State of the Union,9/2/12,Dan Balz,m
State of the Union,9/2/12,Martin O'Malley,m
State of the Union,9/2/12,Robert Gibbs,m
State of the Union,9/2/12,Antonio Villaraigosa,m
State of the Union,9/2/12,Jessica Yellin,f
State of the Union,9/2/12,Bev Perdue,f
State of the Union,9/2/12,Eric Fehrnstrom,m
This Week,9/2/12,Donna Brazile,f
This Week,9/2/12,Kerry Healey,m
This Week,9/2/12,David Plouffe,m
This Week,9/2/12,George Will,m
This Week,9/2/12,Matthew Dowd,m
This Week,9/2/12,Bill Burton,m
Face the Nation,9/9/12,John Dickerson,m
Face the Nation,9/9/12,Mark Owen,m
Face the Nation,9/9/12,Michael Gerson,m
Face the Nation,9/9/12,Paul D. Ryan ,m
Face the Nation,9/9/12,David Plouffe,m
Face the Nation,9/9/12,Barack Obama,m
Face the Nation,9/9/12,David Sanger,m
Face the Nation,9/9/12,Dee Dee Myers,f
Fox News Sunday,9/9/12,Glenn Hubbard,m
Fox News Sunday,9/9/12,Mia Love ,f
Fox News Sunday,9/9/12,Brit Hume,m
Fox News Sunday,9/9/12,Mara Liasson,f
Fox News Sunday,9/9/12,Austan Goolsbee,m
Fox News Sunday,9/9/12,Kimberley Strassel,f
Fox News Sunday,9/9/12,Juan Williams,m
Meet the Press,9/9/12,Peggy Noonan,f
Meet the Press,9/9/12,Mitt Romney,m
Meet the Press,9/9/12,Chuck Todd,m
Meet the Press,9/9/12,Julian Castro,m
Meet the Press,9/9/12,E.J. Dionne,m
Meet the Press,9/9/12,Bill Bennett,m
State of the Union,9/9/12,Jerry Brown,m
State of the Union,9/9/12,A.B. Stoddard,f
State of the Union,9/9/12,Peter Baker,m
State of the Union,9/9/12,Austin Ligon,m
State of the Union,9/9/12,Newt Gingrich,m
State of the Union,9/9/12,Carlos Gutierrez,m
This Week,9/9/12,Cory A. Booker,m
This Week,9/9/12,Paul D. Ryan ,m
This Week,9/9/12,George Will,m
This Week,9/9/12,Rand Paul,m
This Week,9/9/12,Cokie Roberts,f
This Week,9/9/12,Paul Krugman,m
Face the Nation,9/16/12,Bobby Ghosh,m
Face the Nation,9/16/12,John McCain,m
Face the Nation,9/16/12,Martin Indyk,m
Face the Nation,9/16/12,David Sanger,m
Face the Nation,9/16/12,Susan Rice,f
Face the Nation,9/16/12,Margaret Brennan,f
Face the Nation,9/16/12,Richard Haass,m
Face the Nation,9/16/12,John Dickerson,m
Fox News Sunday,9/16/12,Liz Marlantes,f
Fox News Sunday,9/16/12,Bill Kristol,m
Fox News Sunday,9/16/12,Jeff Zeleny,m
Fox News Sunday,9/16/12,Brit Hume,m
Fox News Sunday,9/16/12,Susan Rice,f
Fox News Sunday,9/16/12,Mike D. Rogers,m
Meet the Press,9/16/12,Andrea Mitchell,f
Meet the Press,9/16/12,Bob Woodward,m
Meet the Press,9/16/12,Jeffrey Goldberg,m
Meet the Press,9/16/12,Peter T. King,m
Meet the Press,9/16/12,Benjamin Netanyahu,m
Meet the Press,9/16/12,Susan Rice,f
Meet the Press,9/16/12,Keith Ellison,m
State of the Union,9/16/12,Rudolph W. Giuliani,m
State of the Union,9/16/12,Nancy Pelosi,f
State of the Union,9/16/12,Benjamin Netanyahu,m
State of the Union,9/16/12,Susan Rice,f
This Week,9/16/12,Christiane Amanpour,f
This Week,9/16/12,Wesley Clark,m
This Week,9/16/12,Brian Ross,m
This Week,9/16/12,Martha Raddatz,f
This Week,9/16/12,Elizabeth (Liz) Cheney,f
This Week,9/16/12,Gwen Ifill,f
This Week,9/16/12,Jonathan Karl,m
This Week,9/16/12,George Will,m
This Week,9/16/12,Susan Rice,f
Face the Nation,9/23/12,David Corn,m
Face the Nation,9/23/12,Peggy Noonan,f
Face the Nation,9/23/12,Rick Stengel,m
Face the Nation,9/23/12,David Gergen,m
Face the Nation,9/23/12,Bill Clinton,m
Face the Nation,9/23/12,John Dickerson,m
Fox News Sunday,9/23/12,Bill Kristol,m
Fox News Sunday,9/23/12,Robert Gibbs,m
Fox News Sunday,9/23/12,Scott Walker,m
Fox News Sunday,9/23/12,Brit Hume,m
Fox News Sunday,9/23/12,Kasie Hunt,f
Fox News Sunday,9/23/12,Juan Williams,m
Meet the Press,9/23/12,Kelly Ayotte,f
Meet the Press,9/23/12,Deval Patrick,m
Meet the Press,9/23/12,Joe Scarborough,m
Meet the Press,9/23/12,Bay Buchanan,f
Meet the Press,9/23/12,Dee Dee Myers,f
Meet the Press,9/23/12,Kasim Reed,m
Meet the Press,9/23/12,David Brooks,m
State of the Union,9/23/12,Richard J. Durbin,m
State of the Union,9/23/12,Anna Greenberg,f
State of the Union,9/23/12,Ron Brownstein,m
State of the Union,9/23/12,Lindsey Graham,m
State of the Union,9/23/12,Susan Page,f
State of the Union,9/23/12,Mike D. Rogers,m
State of the Union,9/23/12,Whit Ayres,m
This Week,9/23/12,Ann Coulter,f
This Week,9/23/12,Nicolle Wallace,f
This Week,9/23/12,Robert Reich,m
This Week,9/23/12,David Axelrod,m
This Week,9/23/12,Jorge Ramos,m
This Week,9/23/12,Reince Priebus,m
This Week,9/23/12,Melody Barnes,f
Face the Nation,9/30/12,Bob Woodward,m
Face the Nation,9/30/12,Marsha Blackburn ,f
Face the Nation,9/30/12,Mark Zandi,m
Face the Nation,9/30/12,Hedrick Smith,m
Face the Nation,9/30/12,Chris Christie,m
Face the Nation,9/30/12,Michelle Rhee,f
Face the Nation,9/30/12,Newt Gingrich,m
Face the Nation,9/30/12,Larry Sabato,m
Face the Nation,9/30/12,Bob Shrum,m
Fox News Sunday,9/30/12,Liz Marlantes,f
Fox News Sunday,9/30/12,Bill Kristol,m
Fox News Sunday,9/30/12,Paul D. Ryan ,m
Fox News Sunday,9/30/12,Juan Williams,m
Fox News Sunday,9/30/12,Laura Ingraham,f
Meet the Press,9/30/12,Edward G. Rendell,m
Meet the Press,9/30/12,Katty Kay,f
Meet the Press,9/30/12,David Plouffe,m
Meet the Press,9/30/12,Chuck Todd,m
Meet the Press,9/30/12,Chris Christie,m
Meet the Press,9/30/12,Ralph Reed,m
State of the Union,9/30/12,Roy Blunt,m
State of the Union,9/30/12,Martin O'Malley,m
State of the Union,9/30/12,Dana Bash,f
State of the Union,9/30/12,John McCain,m
State of the Union,9/30/12,David Axelrod,m
State of the Union,9/30/12,Alex Castellanos,m
State of the Union,9/30/12,Celinda Lake,f
This Week,9/30/12,Donna Brazile,f
This Week,9/30/12,Maggie Haberman,f
This Week,9/30/12,Howard Dean,m
This Week,9/30/12,David Plouffe,m
This Week,9/30/12,Chris Christie,m
This Week,9/30/12,Matthew Dowd,m
This Week,9/30/12,Haley Barbour,m
Face the Nation,10/7/12,Jane Leavy,f
Face the Nation,10/7/12,Michael Gerson,m
Face the Nation,10/7/12,John Fund,m
Face the Nation,10/7/12,David Axelrod,m
Face the Nation,10/7/12,Norah O'Donnell,f
Face the Nation,10/7/12,Tommy Lasorda,m
Face the Nation,10/7/12,Tony LaRussa,m
Face the Nation,10/7/12,John Dickerson,m
Fox News Sunday,10/7/12,Kelly Ayotte,f
Fox News Sunday,10/7/12,Martin O'Malley,m
Fox News Sunday,10/7/12,Brett O'Donnell,m
Fox News Sunday,10/7/12,Brit Hume,m
Fox News Sunday,10/7/12,Mara Liasson,f
Fox News Sunday,10/7/12,Kimberley Strassel,f
Fox News Sunday,10/7/12,Kirsten Powers,f
Meet the Press,10/7/12,Robert Gibbs,m
Meet the Press,10/7/12,Arnold Schwarzenegger,m
Meet the Press,10/7/12,Chuck Todd,m
Meet the Press,10/7/12,Hilary Rosen,f
Meet the Press,10/7/12,Newt Gingrich,m
Meet the Press,10/7/12,Mike Murphy,m
State of the Union,10/7/12,Mark Zandi,m
State of the Union,10/7/12,Michael DeWine,m
State of the Union,10/7/12,Douglas Holtz-Eakin,m
State of the Union,10/7/12,Ted Strickland,m
State of the Union,10/7/12,Jackie Calmes,f
This Week,10/7/12,Peggy Noonan,f
This Week,10/7/12,Robert Gibbs,m
This Week,10/7/12,Mary Matalin,f
This Week,10/7/12,Jonathan Karl,m
This Week,10/7/12,Bill O'Reilly,m
This Week,10/7/12,Paul Krugman,m
This Week,10/7/12,James Carville,m
This Week,10/7/12,Ed Gillespie,m
Face the Nation,10/14/12,David Corn,m
Face the Nation,10/14/12,Katrina vanden Heuvel,f
Face the Nation,10/14/12,Elijah E. Cummings,m
Face the Nation,10/14/12,Darrell Issa,m
Face the Nation,10/14/12,Frank Luntz,m
Face the Nation,10/14/12,Bay Buchanan,f
Face the Nation,10/14/12,Lindsey Graham,m
Face the Nation,10/14/12,John Dickerson,m
Fox News Sunday,10/14/12,Bob Woodward,m
Fox News Sunday,10/14/12,Jeff Zeleny,m
Fox News Sunday,10/14/12,Brit Hume,m
Fox News Sunday,10/14/12,David Axelrod,m
Fox News Sunday,10/14/12,Ed Gillespie,m
Fox News Sunday,10/14/12,Laura Ingraham,f
Meet the Press,10/14/12,Jennifer Granholm,f
Meet the Press,10/14/12,Stephen Colbert,m
Meet the Press,10/14/12,Alex Castellanos,m
Meet the Press,10/14/12,Tom Brokaw,m
Meet the Press,10/14/12,Robert F. McDonnell,m
Meet the Press,10/14/12,Kasim Reed,m
State of the Union,10/14/12,Robert Gibbs,m
State of the Union,10/14/12,Debbie Wasserman Schultz,f
State of the Union,10/14/12,Grover Norquist,m
State of the Union,10/14/12,Al Cardenas,m
State of the Union,10/14/12,Jim Acosta,m
State of the Union,10/14/12,Bill Burton,m
State of the Union,10/14/12,Susan Page,f
This Week,10/14/12,Richard Norton Smith,m
This Week,10/14/12,Donna Brazile,f
This Week,10/14/12,Martha Raddatz,f
This Week,10/14/12,Beau Biden,m
This Week,10/14/12,George Will,m
This Week,10/14/12,Rob Portman,m
This Week,10/14/12,Christopher J. Dodd,m
This Week,10/14/12,Newt Gingrich,m
Face the Nation,10/21/12,Peggy Noonan,f
Face the Nation,10/21/12,Kevin Madden,m
Face the Nation,10/21/12,Stephanie Cutter,f
Face the Nation,10/21/12,David Sanger,m
Face the Nation,10/21/12,Joe Klein,m
Face the Nation,10/21/12,Marco Rubio,m
Face the Nation,10/21/12,John Dickerson,m
Fox News Sunday,10/21/12,Liz Marlantes,f
Fox News Sunday,10/21/12,Bill Kristol,m
Fox News Sunday,10/21/12,Frank Newport,m
Fox News Sunday,10/21/12,Richard J. Durbin,m
Fox News Sunday,10/21/12,Brit Hume,m
Fox News Sunday,10/21/12,Lindsey Graham,m
Fox News Sunday,10/21/12,Juan Williams,m
Meet the Press,10/21/12,Thomas Friedman,m
Meet the Press,10/21/12,David Axelrod,m
Meet the Press,10/21/12,Helene Cooper,f
Meet the Press,10/21/12,Rob Portman,m
Meet the Press,10/21/12,Mike Murphy,m
Meet the Press,10/21/12,Dee Dee Myers,f
Meet the Press,10/21/12,Marco Rubio,m
State of the Union,10/21/12,Mark Warner,m
State of the Union,10/21/12,Dan Balz,m
State of the Union,10/21/12,Cathy McMorris Rodgers ,f
State of the Union,10/21/12,Dana Bash,f
State of the Union,10/21/12,Newt Gingrich,m
State of the Union,10/21/12,Thomas M. Davis III,m
State of the Union,10/21/12,Bill Richardson,m
State of the Union,10/21/12,Donna Edwards,f
This Week,10/21/12,Greta Van Susteren,f
This Week,10/21/12,Debbie Wasserman Schultz,f
This Week,10/21/12,Rahm Emanuel ,m
This Week,10/21/12,Matthew Dowd,m
This Week,10/21/12,Ralph Reed,m
This Week,10/21/12,Van Jones,m
This Week,10/21/12,Marco Rubio,m
Face the Nation,10/28/12,Jennifer Granholm,f
Face the Nation,10/28/12,Mark Leibovich,m
Face the Nation,10/28/12,John Fund,m
Face the Nation,10/28/12,John McCain,m
Face the Nation,10/28/12,Rahm Emanuel ,m
Face the Nation,10/28/12,Haley Barbour,m
Face the Nation,10/28/12,Bob Shrum,m
Face the Nation,10/28/12,Ruth Marcus,f
Face the Nation,10/28/12,John Dickerson,m
Fox News Sunday,10/28/12,Mark Warner,m
Fox News Sunday,10/28/12,Brit Hume,m
Fox News Sunday,10/28/12,Rob Portman,m
Fox News Sunday,10/28/12,Joe Trippi,m
Fox News Sunday,10/28/12,Karl Rove,m
Fox News Sunday,10/28/12,Juan Williams,m
Fox News Sunday,10/28/12,Ron Johnson,m
Fox News Sunday,10/28/12,Mark Udall,m
Meet the Press,10/28/12,Carly Fiorina,f
Meet the Press,10/28/12,Scott Walker,m
Meet the Press,10/28/12,Chuck Todd,m
Meet the Press,10/28/12,Rachel Maddow,f
Meet the Press,10/28/12,E.J. Dionne,m
Meet the Press,10/28/12,David Brooks,m
Meet the Press,10/28/12,John Hickenlooper,m
Meet the Press,10/28/12,John Kasich,m
State of the Union,10/28/12,David Axelrod,m
State of the Union,10/28/12,Ted Strickland,m
State of the Union,10/28/12,Robert F. McDonnell,m
State of the Union,10/28/12,Reince Priebus,m
This Week,10/28/12,Andrew Sullivan,m
This Week,10/28/12,Nicolle Wallace,f
This Week,10/28/12,Stephanie Cutter,f
This Week,10/28/12,Gwen Ifill,f
This Week,10/28/12,Austan Goolsbee,m
This Week,10/28/12,George Will,m
This Week,10/28/12,Newt Gingrich,m
Face the Nation,11/4/12,Leslie Sanchez,f
Face the Nation,11/4/12,Peggy Noonan,f
Face the Nation,11/4/12,David Gergen,m
Face the Nation,11/4/12,Anna Greenberg,f
Face the Nation,11/4/12,Anthony Salvanto,m
Face the Nation,11/4/12,Dee Dee Myers,f
Face the Nation,11/4/12,Stuart Rothenberg,m
Face the Nation,11/4/12,Rich Lowry,m
Face the Nation,11/4/12,Larry Sabato,m
Fox News Sunday,11/4/12,Jeff Zeleny,m
Fox News Sunday,11/4/12,Brit Hume,m
Fox News Sunday,11/4/12,David Axelrod,m
Fox News Sunday,11/4/12,Joe Trippi,m
Fox News Sunday,11/4/12,Karl Rove,m
Fox News Sunday,11/4/12,Rich Beeson,m
Meet the Press,11/4/12,Cory A. Booker,m
Meet the Press,11/4/12,Savannah Guthrie,f
Meet the Press,11/4/12,David Plouffe,m
Meet the Press,11/4/12,Eric Cantor ,m
Meet the Press,11/4/12,Joe Scarborough,m
Meet the Press,11/4/12,Tom Brokaw,m
Meet the Press,11/4/12,Mike Murphy,m
State of the Union,11/4/12,Dana Bash,f
State of the Union,11/4/12,Gwen Ifill,f
State of the Union,11/4/12,Rahm Emanuel ,m
State of the Union,11/4/12,Rob Portman,m
State of the Union,11/4/12,Steve Elmendorf,m
State of the Union,11/4/12,Haley Barbour,m
This Week,11/4/12,Donna Brazile,f
This Week,11/4/12,David Plouffe,m
This Week,11/4/12,George Will,m
This Week,11/4/12,Ron Brownstein,m
This Week,11/4/12,Matthew Dowd,m
This Week,11/4/12,Cokie Roberts,f
This Week,11/4/12,Ed Gillespie,m
Face the Nation,11/11/12,Peggy Noonan,f
Face the Nation,11/11/12,David Gergen,m
Face the Nation,11/11/12,David Axelrod,m
Face the Nation,11/11/12,Lindsey Graham,m
Face the Nation,11/11/12,Dee Dee Myers,f
Face the Nation,11/11/12,John Dickerson,m
Fox News Sunday,11/11/12,Tom Price,m
Fox News Sunday,11/11/12,Bill Kristol,m
Fox News Sunday,11/11/12,Kent Conrad,m
Fox News Sunday,11/11/12,Evan Bayh,m
Fox News Sunday,11/11/12,Dianne Feinstein,f
Fox News Sunday,11/11/12,Kirsten Powers,f
Fox News Sunday,11/11/12,Chris Van Hollen,m
Fox News Sunday,11/11/12,Bob Corker,m
Fox News Sunday,11/11/12,Laura Ingraham,f
Meet the Press,11/11/12,Bob Woodward,m
Meet the Press,11/11/12,Tom Coburn,m
Meet the Press,11/11/12,Joaquin Castro ,m
Meet the Press,11/11/12,Doris Kearns Goodwin,f
Meet the Press,11/11/12,Chuck Todd,m
Meet the Press,11/11/12,Charles E. Schumer,m
Meet the Press,11/11/12,Steve Schmidt,m
State of the Union,11/11/12,Jerry Brown,m
State of the Union,11/11/12,Jon M. Huntsman Jr.,m
State of the Union,11/11/12,Gary L. Bauer,m
State of the Union,11/11/12,Carlos Gutierrez,m
This Week,11/11/12,Aaron Schock,m
This Week,11/11/12,Patty Murray,f
This Week,11/11/12,Katrina vanden Heuvel,f
This Week,11/11/12,Saxby Chambliss,m
This Week,11/11/12,Greta Van Susteren,f
This Week,11/11/12,Paul Gigot,m
This Week,11/11/12,Donna Edwards,f
Face the Nation,11/18/12,Richard J. Durbin,m
Face the Nation,11/18/12,Mark Zandi,m
Face the Nation,11/18/12,David Ignatius,m
Face the Nation,11/18/12,John McCain,m
Face the Nation,11/18/12,Tom Ricks,m
Face the Nation,11/18/12,Olympia J. Snowe,f
Face the Nation,11/18/12,Maya MacGuineas,f
Face the Nation,11/18/12,Bob Orr,m
Face the Nation,11/18/12,Margaret Brennan,f
Fox News Sunday,11/18/12,Bob Woodward,m
Fox News Sunday,11/18/12,Bill Kristol,m
Fox News Sunday,11/18/12,Saxby Chambliss,m
Fox News Sunday,11/18/12,Scott Walker,m
Fox News Sunday,11/18/12,Kimberley Strassel,f
Fox News Sunday,11/18/12,Joseph I. Lieberman,m
Fox News Sunday,11/18/12,Bobby Jindal,m
Fox News Sunday,11/18/12,Charles Lane,m
Meet the Press,11/18/12,Andrea Mitchell,f
Meet the Press,11/18/12,Thomas Friedman,m
Meet the Press,11/18/12,John Podesta,m
Meet the Press,11/18/12,Dianne Feinstein,f
Meet the Press,11/18/12,Raul R. Labrador,m
Meet the Press,11/18/12,Lindsey Graham,m
Meet the Press,11/18/12,Mike Murphy,m
Meet the Press,11/18/12,Mike D. Rogers,m
State of the Union,11/18/12,C.A. Dutch Ruppersberger,m
State of the Union,11/18/12,Roy Blunt,m
State of the Union,11/18/12,Tom Price,m
State of the Union,11/18/12,Richard J. Durbin,m
State of the Union,11/18/12,Carlos Gutierrez,m
This Week,11/18/12,Carl Levin,m
This Week,11/18/12,Donna Brazile,f
This Week,11/18/12,Xavier Becerra,m
This Week,11/18/12,Peter T. King,m
